text,tags
"Удобные для поездок, но быстро приходят в негодность. 
Самые лучшие щетки. Как здорово, что для зубного дорожного набора есть насадки, незаменимая вещь в командировках 
Хорошо, что есть насадка для дорожного набора 
Щётки отличные, упаковка не повреждена, есть голограмма
Щетки супер
Отличные насадки
Очень мягкие все же..
Куропрокс отличные щетки, рекомендую 
оригинальные насадки
Всегда беру щетки на ла мода. Спасибо за качество 
","[""Удобный"", ""Отличное качество"", ""Нежный""]"
"Не знаю, работает нет, пока не понятно, но крайне не удобные пакеты и патчи
Тканевые патчи понравились. Кожа прекрасно реагирует. Эффект сразу заметен. Неудобно отделять один от другого. Пропитки хватает ровно на 15 минут. Неудобная фасовка. Трудно отделить один от другого. Держаться хорошо. Понравилась форма патча.
Супер упаковка хватает на долго, эффект отличный 
Хорошие патчи!
Очень понравились, и много, и качественные!
Купила в подарок, состав различен в каждой упаковке.
Не знаю, работает нет, пока не понятно, но крайне не удобные пакеты и патчи
Для подарков отличный вариант. 
Патчи очень хорошего качества
","[""Выраженный эффект"", ""Хорошо пенится""]"
"Особенно порадовало качество исполнения - флаконы удобные, крышки плотно закрываются. Расходуется все очень экономно!
Дополняю отзыв: миццелярная вода очищает на отлично, не щиплет глаза и нет ощущения стянутости. Приятный тонер с распылителем освежает, наношу перед кремом.
Мягкая мицеллярная вода и тоник отлично дополняют друг друга
Этот набор стал отличным решением для моей проблемной кожи. После месяца использования количество воспалений сократилось, поры сузились, исчез жирный блеск.
Все продукты в наборе идеально дополняют друг друга. Заметила, что когда использую их вместе, эффект заметно лучше, чем по отдельности. Кожа выглядит здоровой и ухоженной.
Уже после первой недели кожа стала более упругой и увлажнённой
Хорошие средства 
","[""Мягко очищает"", ""Увлажняет надолго"", ""Освежает дыхание"", ""Сужает поры""]"
"Отличный кондиционер! Рекомендую.
Отличный кондиционер
Ужасный кондиционер, волосы после этого шампуня и кондиционера как солома. Разочарована. 
Волосы идеальные 
Очень хороший кондиционер для нежирных волос
Марку люблю) продукт не зашел) 
Никак не помог, сушит 
Хороший кондиционер, свежий аромат мне напоминает запах дыни. Покупала вместе с шампунем, волосы мягкие даже после мытья в жесткой воде 
Со своей задачей справляется 
С шампунью этого бренда именно серии Extra работают отлично. Приятный обалденный запах. 
Ни чего особенного 
Волосы блестят
Ни какого эффекта 
классный кондиционер, очень легкий, но с задачей справляется. покупаю не первый раз 
Мне очень зашел, просто идеально для волос
Понравился 
Покупала для дочери. Сказала, что все супер. Волосы расчесываются отлично. 
","[""Даёт объём"", ""Удобный"", ""Легкий аромат"", ""Для сухих волос"", ""Не сушит""]"
"Приятный ,не жирный крем
Мне понравилась. 
В целом хороший крем, легкая текстура 
Понравилось.
Крем пахнет приятно.Считаю,что для зимы легкий,впитывается хорошо.
Тяжело впитывается 
Приятный крем, без резкого запаха, хорошо ложится, не липнет.
Убирает розацеа, приятной текстуры
Не заметила каких либо изменений, как были покраснения так и остались, не больше не меньше 
","[""Мягко очищает"", ""Легкий аромат"", ""Увлажняет надолго"", ""Не стягивает кожу""]"
"Хорошие патчи
Не понравились! Раздражение на коже
Патчи сначала щипят,потом это проходит,пахнут специфическим продуктом,содержащим живые бактерии
Тоже пока не поняла их. Очень печет, когда накладываешь их под глаза. 
Вызвали у меня аллергию - глаза, как у кролика. Отдала подруге - у неё всё отлично. Поэтому 50/50
","[""Не стягивает кожу""]"
"Хороший шампунь 
Отличный шампунь, удобная упаковка
брала в поларок
Шампунь приятный, запах не резкий, волосы после него не жесткие. Рекомендую обычный хороший шампунь
Разочарование. Вместо шампуни, пришел кондиционер. Заметила только дома
классный шампунь! покупаем не первый раз, спасибо 
Очень классный мягкий шампунь 
Соответствует описанию
Хороший шампунь. Беру не первый раз
Шампунь супер, волосы после мытья мягкие и блестящие 
Отлично пенится! Волосы шикарные после него
","[""Для сухих волос"", ""Легкий аромат"", ""Хорошо пенится"", ""Нежный""]"
"Взяла для роста волос,  пользуюсь не долго , чуть позже отправлю еще отзыв! А вообще брэнд классный  и состав !
Использовала несколько месяцев, особого эффекта не заметила . Неудобная пипетка, приходится переливать во флакончик от другого средства, чтобы нанести. Форма водички со взвесью, зуда не вызывает , но и выпадение волос не останавливает. Повторять не буду
Сыворотка рабочая, беру вторую упаковку. 
Очень понравились ампулы, удобные в использовании. Качество волос улучшилось
Упаковано все отлично ,пока не пользовалась 
Для эффекта нужно выждать время!
Продукт рабочий, результатом от ампул довольна, главное после нанесения волосы остаются рассыпчатыми
Не понимаю в чем дело, но вторая коробка с тем же препаратом иначе « работает» на волосах, стало хуже. Оставляет эффект грязных волос. 
","[""Освежает лицо"", ""Для сухих волос""]"
"Кремом пользуюсь пару дней, у меня чувствительная кожа, крем не выбеливает, матирует. Запах травяной.
Скатывается. Оставляет белый след на лице. Плохо распределяется. Матирует. 
Крем идеальный.
Чувствуется прямо что натуральный .
Запах , консистенция .
Упаковка супер.
+ подарочек пробничек.
Благода
рю
Приятная текстура, матирует. Легкий, не закупоривает поры. У меня кожа очень чувствительна к этому. Сразу появляются высыпания, если что -то не так. Этот крем для меня находка - кожа ровная! Еще и с спф. Рекомендую к покупке.
Качественный крем на повседневку
","[""Удобный""]"
"Не понравилось,  кода сохнет и вообще никакого эффекта
Взяла из за отзывов, просто ни о чем!! На губах еле наноситься и изменений нет, веко так же 
Пользуюсь этой сывороткой уже второй год и круто она работает на губах и сразу чувствуется эффект, легкое онемение.  Иногда не очень хорошо в начале шарик работает, но я добавляю капельку масла и всё отлично.  спасибо за прекрасный продукт 
Пользуюсь, но явного воздействия не увидела
Хорошее средство с натуральным составом. Мне нравится дополнительный массажный эффект благодаря ролику. Однако для моей возрастной кожи уже нужно средство поплотнее и более питательное, так что это решила не повторять.
Не буду снижать звезды,но увлажнения от этого средства не заменила.Допользуюсь и не закажу больше.
Странная штука.  Наверное не плохая, но мне не зашла. Увлажнение минимальное 
Сыворотку использовала для губ, увлажняет. К покупке рекомендую.
Беру не первый раз, нравится.
Пользуюсь неделю!Пока никаких ощущений!
Любимая сыворотка для глаз, использую ещё и для губ, сразу чувствую действие пептида.
МНЕ ПОНРАВИЛАСЬ , ОХЛАЖДАЕТ
","[""Питает кожу"", ""Слабое отшелушивание"", ""Подсушивает"", ""Увлажняет надолго"", ""Легкий аромат""]"
"Очень понравились
Большие покрывают всю зону 
Первые 2 минут жжение, потом проходит, особого эффекта я не увидела, и патчи тканевые а не гелевые 
Слишком огромные
Заявлены для чувствительной кожи, при этом вызывают небольшое жжение, если пользоваться регулярно, то жжение не беспокоит, если забросить и снова начать, то жжение вернется. При этом жжением все и ограничивается, красноты или воспаления не вызывает. Нравится большая площадь покрытия и приятные ощущения холодка (держу в холодильнике). По эффекту никакого вау не было, но и хуже не стало, пачку добью, но повторять не буду. Редко, но сталкиваюсь с отеками, противоотечный эффект не увидела, хотя именно на него рассчитывала 
Патчи - шикарные! Большие, закрывают всю проблемную зону ( отечную ) , слегка пощипывает, но это женьшень. Отек снимают, осветляют, кожа выглядит ухоженной. Пропитаны впритык, ни одной капли лишней сыворотки, надеюсь не высохнут за 25 дней.
Отличные патчи, свою функцию выполняют сполна
Всё понравилось.
Патчи очень даже рабочие.
Ожидала большего результата исходя из того который заявлен
Очень понравилось 
","[""Освежает лицо"", ""Не сушит""]"
"Запах приятный, объем маловат для этой цены. Взяли для разнообразия. 
Рекомендую. Не вредит зубам, состав хороший.
Запах лимона даже при запечатанном тюбике, отличная упаковка и дизайн...пока не открывала тюбик,но думаю по качеству эта паста тоже окажется на высоте
Приятный запах 
Была повреждена упаковка. Сама туба. В остальном паста, как паста. Надеюсь на безвредность. 
","[""Легкий аромат""]"
"Запах бомбезный, кожа после него мягкая, впитывается быстро
Очень понравился аромат! Расход экономичный.
Приятная консистенция и запах
Xx пахнет также, никакой разницы 
Отлично увлажняет и питает, хорошо впитывается запах не навязчивый 
Вкусненько пахнет, увлажняет хорошо
любимый крем
Приятный хвойный теплый аромат. Увлажняет кожу хорошо 
Запах специфический, но мне очень заходит - нотки приторности с хвойными веяниями 
Мне понравилось очень
Шикарный крем 
Приятный аромат
Неплохое молочко быстро выписывается и пахнет имбирным печеньем 
Супер запах.  Очень мягкий и не липнет
","[""Не стягивает кожу"", ""Легкий аромат"", ""Быстро расходуется"", ""Увлажняет надолго""]"
"Крем -супер!очень хорошо увлажняет и смягчает кожу рук.особенно хорошо использовать зимой.
Хорошее маслице!
Очень приятный аромат обоих баночек. Удобно использовать перед сном.
Запах нереальный, особенно чёрная смородина, увлажняет, водой не смывается
Приятное масло, хорошо увлажняет, насыщенный запах
Очень приятно пахнет. Жирность на коже остаётся, но на то оно и масло)
","[""Мягко очищает"", ""Легкий аромат"", ""Увлажняет надолго""]"
"Отличная маска за свои деньги 
Брала в подарок. Упаковка хорошая, в дополнительном пакете, банка тяжелая... 
Надеюсь, что понравится.
Понравилась маска!
Не подошел моим волосам.
Решила отращивать волосы, поэтому на полочке  много средств по уходу. Эту маску решила пробовать из- за состава,а именно экстракта красного вина.  Маска хорошо увлажняет волосы, аромат насыщенный цветочно- ягодный . Единственное, не рекомендую наносить на корни волос ( хотя в применении указано,что маска наносится именно так), т к мою нормальную кожу головы маска жирнит,  на следующий день волосы выглядят грязными. А по длине волос эффект как от ламинирования, волосы гладкие,блестящие. 
Приятный запах, волосы после прекрасно расчесываются, выглядят ухоженными. 
Волосы просто шикарны после использования 
У маски хорошая текстура и приятный аромат, волосы стали  гладкими, живыми 
Маска супер просто, волосы после нее очень мягкие и вкусно пахнут
Шикарный аромат, хорошо работает. После первого применения волосы стали мягкие, гладкие, послушные 
Отличная маска , дочке понравилась 
Спасибо ЛМ ❤️ за возможность попробовать новый продукт с хорошей скидкой! 
Но не повторю… из плюсов это оформление и приятный аромат, цена=качество. За полную стоимость вообще не стоит этих денег 
Расход экономичный, за счет плотности, но это больше бальзам чем маска. Эффекта ни какого на волосах (не крашенные)
Понравилась.
Маска понравилась, хорошо увлажняет и не утяжеляет волосы. Не оставляет эффекта «грязных волос»
Хорошая маска
Маска хорошая 
Хорошая, качественная
Маска неплохая, волосы после применения не путаются, понравилась
У маски приятный запах, плотная консистенция. Волосы после использования мягкие и блестящие
Приятный аромат ненавязчивый, хорошо питает волосы!
Маска  очень понравилась, волосы возрадовались! Советую ! Запах очень приятный 
Отличная маска за эти деньги. Ни о каком глубоком восстановлении речи нет, при этом для восстановления здесь и подходит прекрасно 
аромат очень приятный
ничего волшебного не делает, но волосы после нее лучше, чем просто после шампуня и кондиционера 
Шикарная маска. Волосы мягкие, легкие. 
Маска хороша,волосы после применения живые,запах очень хороший.
","[""Для сухих волос"", ""Легкий аромат"", ""Увлажняет надолго"", ""Высокая плотность""]"
"Хороший шампунь 
Мне не подошел для жирных волос (
Нормальный шампунь. 
Приятный пахнет, хорошо увлажняет волосы 
Пришёл хорошо упакован, ещё не пользовалась. Порадовало что не пролился.
Мне шампунь подошел, не вызвал никаких неприятных реакций. Приятный запах, приятная цена. 
Все отлично...упаковано супер...мне в чемодан надо...точно не раздавить...не пролить
Приятный запах, флакон шероховатый, очень хорошо - не скользит в мокрой ладони.
Обычный шампунь , ничего особенного 
Запах прикольный и на этом всё 
Нормальный шампунь, приятно пахнет стали ли гуще волосы? Непоняла.
Хороший шампунь, моет голову до скрипа, два дня точно могу посте голову не мыть. Обычно каждый день... К покупке советую. Пока никаких прямо вау эффектов не заметила. Но я только начала пользоваться :)
Приятный запах. Шампунь хороший 
Самый обычный шампунь, ничего сверхъестественного 
Пенится хорошо, и волосы потом выглядят прекрасно
Шампунь не особо понравился, слабо промывает, похвалить не за что. 
Все пришло целое! Еще не пользовалась! Позже добавлю отзыв!
❤️понравился
Хороший шампунь , волосы мягкие стали , буду еще покупать его
Хороший шампунь. 
Неплохо, совсем неплохо, вроде есть эффект уплотнения
Обычный шампунь, меня устраивает 
Универсальный шампунь, особого лоска после него не заметила
Отличный шампунь
Отличный шампунь, очень вкусный запах, хорошо пенится.
Запах хороший, но немного пробитое, обратите внимание на упаковку
Неплохой. Можно брать. Работает.
Хороший шампунь и запах приятный .
Понравился, для такой цены очень хороший шампунь, по своему действию лучше, тех, что в 2 раза дороже
Волосы хорошо выглядят после него. 
особого эффекта не заметила, но если честно, то ни один шампунь и не дает объема волосам, сколько я ни перепробовала. У меня тонкие волосы, поэтому все равно специальные средства для укладки нужны. А в целом неплохой обычный шампунь
Действительно придаёт объем, скорее густоту, волос много)), консистенция пенка, единственное, у меня получается большой расход, запах похож на цитрусовый
Понравился. Выкуп.
Понравился,да еще и за такую цену…,спасибо ❤️
Шампунь понравился, волосы после него как будто толще, плотнее, объем однозначно есть
","[""Даёт объём"", ""Увлажняет надолго"", ""Быстро расходуется"", ""Легкий аромат"", ""Хорошо пенится""]"
"Спрей понравился. Прост в применении, не надо смывать. Волосы после него мягкие и естественные.
Запах легкий, приятный. Волосы не электризуются. 
Классная штучка, реально статику сняло, а то   как снимаешь пуховик, волосы дыбом, приятно пахнет, рекомендую к покупке
Хороший продукт, работает . Приятный запах.
Нормально 
Не защищает , не увлажняет с просто какая-то вода для волос 
","[""Легкий аромат"", ""Для сухих волос"", ""Не стягивает кожу""]"
"хороший шампунь
Волосы после использования чистые, гладкие
Нормальный 
Эффекта мало и утяжеляет волосы. Много всяких силикатов, как будто на волосах.
Шампунь еще не пробовала,но запах приятный.Думаю,должен быть хороший.
Шампунь норм  
Запах хороший и волос хорошо укладывается
хороший шампунь
Волосы мягкие и блестящие 
Отлично для всей семьи!)
Шампунь понравился) Правда запах не очень,пахнет лекарством(фосфалюгелем) Но волосы и вправду стали длиннее 
Вроде по консистенции неплохой, у меня короткой длины волосы, а что бы намылить требуется большой расход шампуня.....больше не буду брать
Вполне достойный шампунь за свою стоимость!
Приятный запах! Промывает волосы хорошо! Экономичный расход!
Про эффект пока говорить рано!
Хороший шампунь 
Все пришло целое! Еще не пользовалась! Позже добавлю отзыв!
Жидковат и плохо пенится с первого раза
Мне подошел для средней жирности головы
Все отлично!хорошо пенится !запах тоже приятный 
Отличный шампунь. И пахнет приятно волосы от него шелковистые
Хороший шампунь, промывает, запах очень приятный, но консистенция непонятная 
","[""Мягко очищает"", ""Слабое отшелушивание"", ""Подсушивает"", ""Легкий аромат"", ""Для сухих волос""]"
"Рекомендую. Спасибо за цену
Хорошая недорогая мицеллярка
Со своей задачей справляется, большой объем 
понравилась 
Хорошее средство
","[""Высокая плотность"", ""Освежает дыхание""]"
"Из всех средств термозащиты Eden это не понравилось совсем. Пришло в порванной упаковке. Вытекло. В составе сплошные силиконы. Эффекта ноль. 
Все пришло целое, очень понравился
Мои волосы в восторге от этого спрея. Волосы после высыхания мягкие и гладкие. Хорошо убирает пушистость. Однозначно буду брать ещё
не скажу,что вау, но и неплохой
Отличный спрей. Легко прочесть волосы после него. Не утяжеляет и не жирнит. Супер
Просто космос , вообще не ожидала, у меня волосы слегка вьются, сухие, пористые. Этот спрей делает их более увлажненными без жирности и утяжеления. Берите однозначно . Давно не встречала такого соотношения цена/качество  
Интересный спрей. Волосы как будто бы приглаживаются, но он собственно и не для выпрямления. Пушистость немного убирает, волосы мягче 
Очень приятный аромат. 
После первого применения волосы мягкие, послушные 
Упаковано хорошо, фирма очень нравиться
Обычный спрей для лёгкого расчесывания волос
Запах приятный . Струя сильная получается… прям мочит волосы , не распыляет нормально 
Хороший, волосы послушные после него
Слишком яркий сладко-фруктовый аромат, который, к счастью, быстро выветривается с волос. Эффект на моих кудрявых волосах средний: какая-то ламинация есть, пушистость убирает, немного ""наполняет"" волосы. Возможно на прямых работает лучше. Звезду снизила за запах при нанесении. 
Пользуюсь вторую неделю, пока эффекта вау не вижу 
Пришло без дефектов 
Волосы легко расчесываются, не утяжеляет, выпрямляет. За свою цену просто идеальное средство. К тому же объем большой бутылька, должно хватить на долго. Покупаю много товаров этого бренда, цена всегда очень заманчивая
Отличное средство. Рекомендую. 
Приятный аромат , и волосы после них очень послушные и гладкие , легко расчесать 
Легкое расчесывание и всё! Заявленное ламинирование не заметила. Соответствует цене. 
Спре отличный с приятным ароматом .
сладкий приятный аромат
Для моей ,, гривы""  непослушных  волос  подошёл  идеально . Флакон упакован  надёжно , покупкой довольна , спасибо  ,, Ламода"" !
Кроме приятного запаха, никакого положительного результата от него не увидела. 
На 3 звезды. Больше не закажу. 
Цена-качество
Волосы выглядят ухоженными, гладкими
Пришел новехонький, хорошо упакован. Сам спрей не липкий, волосы не утяжеляет. Лайк.
","[""Мягко очищает"", ""Отличное качество"", ""Увлажняет надолго"", ""Нежный"", ""Легкий аромат""]"
"Хороший гель.
Приятный аромат 
Хорошее средство для интимной гигиены, раздражение не вызывает
Нейтральный, никакой реакции не вызвал, все понравилось
Отличное средство. Тонкий нежный аромат. Красивая упаковка. Удобный дозатор
Неплохое средство. 
Хороший гель
Не работает помпа 
Нежная консистенция , приятный аромат, нет раздражения
Нежное мыло
Хороший гель
Хорошее средство. Мне подошло.
Нравится, беру не в первый раз
Хорошее средство.
Приятный гель
Пришло все целое=
Хорошее средство
Пока не пробовала, но все отлично упаковано и быстрая доставка )
Жидкое. Расход большой. В остальном все устраивает 
Неплохое средство. Рекомендую.
Взяла, хорошее. Цена-качество
Средство не вызывает раздражений. С приятным легким запахом. 
Очень хорошее средство. Не вызывает раздражения. 
","[""Удобный"", ""Легкий аромат"", ""Быстро расходуется"", ""Нежный""]"
"Оценила объем.Свои функции выполняет,без отдушек
В целом понравился, цена качество отличное
Цена очень классная обьем большой . Увлажняет не сушит кожу . Снимает загрязнения . Не щиплет глаза 
Очищает от макияжа отлично, большой обьем, уже третий месяц пользуюсь, переливая в небольшую баночку)
Понравилась
Очень хорошая скидка была, купила попробовать. 
дёшево и сердито. отличная мицелярка
Отличная мицелярка, большой объем, без отдушек. Хорошо справляется со своей задачей!
Неплохая вода 
Мягкое очищение, большой объем
Прекрасная вода, большой объем
Брала для клиентов, для работы хороший. Для личного использования ничего сказать не могу 
Отличная,большой объём.
Хорошо снимает макияж 
Норм, спасибо!
Вполне приличная бюджетная мицеллярная вода. Со своей задачей справляется. Рекомендую.
","[""Мягко очищает"", ""Увлажняет надолго"", ""Высокая плотность""]"
"Хороший увлажняющий крем!
Не выкупила, за сомневалась 
Запах приятный,крем приятный
Простецкий крем, взяла для рук  - хорошая консистенция и запах, питает кожу
Все хорошо, спасибо
Вкусно пахнет, неплохой
Крем приятный, увлажняет, милый аромат. Но что за объем для крема для тела? Использовать два раза и туба кончается
Отличный крем. Люблю его очень
Очень нравится этот крем 
Приятный аромат, быстро впитывается
Вкусно пахнет, хорошо увлажняет, расход не то что экономный, но не слишком большой.
Приятный запах, крем  хорошо впитывается, понравился
","[""Легкий аромат"", ""Увлажняет надолго"", ""Быстро расходуется"", ""Отличный состав""]"
"Отличные духи. Рекомендую всем. Супруге понравились 
Запах на любителя, мне не подошёл, пришлось подарить.
Парфюм скорей мужской, чем женский. Запах слишком ядрёный и навязчивый. И в данном случае  стойкость больше недостаток, а не достоинство. Не зашёл. Надеялась, что сыну подойдёт, но нет, и для него чересчур ""громкий"".

вообще не то что написано. близко не цветочный.не стойкий
Ну...на любителя...
Аромат тяжелый,хоть и цветочный,подходит для возрастных женщин.Будем экспериментировать еще с этим брендом,пока своего аромата я не нашла.
","[""Не стягивает кожу""]"
"Аромат не приятный. Качество не тянет на свою цену. 
Очень понравился, долго держится, хорошо губы увлажняет, смотрится супер. 
Классный блеск!..держится долга ,не растекается!!беру второй раз! рекомендую!
Красивый, прозрачный 
Цвет богатенький, апликатор мне удобен, я люблю белые блеск, но решила чуть, чуть в оттенке взять, перелив очень  красивый, да на мой взгляд надо подкрашивать периодически, но это норм.
Пахнет конфетами, приятный 
Мне не подошел, металический блеск
Супер блеск!
Шикарный блеск, очень красиво переливается на губах, не липнет сильно. Заказала еще 2
Отличный блеск!
красивый блеск на губах 
Красивый оттенок, приятный по ощущению
Волшебный, шелковый, не липкий.
Очень люблю эти блеск и 
Понравился по консистенции ) мерцает красиво 
Хороший блеск ,приятный аромат
Долго держится. Смотрится красиво. Эффект увеличения губ. Возьму ещё 
Красивый очень 
Почему в оттенке 51 липкий, до этого 64 был норм, но оттенок красивый, блеск видно из космоса
Отличный блеск, приятный запах. 
Очень красивый и не липкий 
","[""Освежает лицо"", ""Легкий аромат"", ""Увлажняет надолго"", ""Не стягивает кожу""]"
"Приятная текстура 
Очень хороший консиллер, легкий и невесомый , но при этом перекрывает синячок, подойдет для тех , у кого подзагорелая кожа )))
Хороший, текстура легкая, хорошо маскирует 
Самый бесполезный консилер
Очень нравятся продукты от Inglot , рекомендую однозначно , главное поймать хорошую скидку 
Спасибо Ламода 
Не очень, вообще не пойму для чего купила.Очень забивает морщинки.
Нежная структура, скрыл синяки под глазами, очень понравился.
Inglot, как всегда, радует. Обожаю эту косметику
Понравился 
Отличный консилер, но маленький объем. 
Очень классный! Легкий, хорошо наносится 
","[""Освежает лицо"", ""Удобный"", ""Нежный""]"
"Хорошее средство, пять звезд 
Хороший гель, запах приятный, не сильный. 
Пока все устраивает!!!
Отличное средство. 
Мне не очень,обычное дешевое мыло
Отлично, но мне не подошло
Хороший гель
","[""Легкий аромат""]"
"Дезодорант без запаха с отличным составом без алюминия. Пользуюсь около полугода. С сильным потоотделением он не справляется, это надо учитывать. Отлично подойдет как повседневный вариант
Не имеет аромата, отлично справляется со своей задачей.
Расход экономный.
Имеет легкий ненавязчивый аромат, следов не оставляет 
Ожидания не оправдались. На любителя.
Со своей функцией справляется. Самое приятное, что нет отдушек
Не могу сказать о свойствах, мне запах не понравился. Заказывала розу.
Запах хороший. Растекается.
Запаха нет вообще 
Абсолютно не соответствует цена - качеству. Самый простой распылитель, как водой побрызгала, эффекта ноль. Не понятны многочисленные восторженные отзывы.
Беру не в первой,никаких запахов,пятен 
без парфюмерного запаха,следов и проблем)мне нравится!
Очень приятный дезодорант без запаха! Рекомендую 
Дезики у бренда хорошие , но для меня исключительно в теплое время года. Сильно разбрызгивают и текут, некомфортно осенью- зимой с мокрой подмышкой . 
Хорошо работает
Хороший дезодорант 
Очень понравился всей семье.
Не понравился, плохо справляется
Неплохой дезодорант 
Мне не подошел, через неделю применения начали чесаться подмышки!
Приятный, ненавязчивый запах, который потом постепенно уходит. Очень понравился.
Брала без аромата и его, действительно, нет. Выполняет свою функцию. Наносить надо заранее, так как долго сохнет. 
Вполне нормально работает. 
Купила на подарок)
Со своей задачей справляется. Рекомендую 
","[""Легкий аромат"", ""Не оставляет пленки""]"
"масло хорошо увлажняет, но пахнет дешево (у меня вариант с афродизиаком). в композиции есть жасмин и еще что-то, но это не суть, это пахнет слабовато, после душа с применением вот этого масла в приличное место не пойдешь. извините за прямоту, но это мои впечатления. конечно, и цена не ах, не следовало ожидать чего-то похожего на миндальное масло другого бренда. я конечно использую его потихоньку, но второй раз не закажу.
Запах не подошел
Аромат не яркий и скорее на любителя 
Всем понравилось))
Обалдение масло для тела, обожаю эту фирму 
Мне понравилось, запах приятный. Пениться масло  хорошо
Пахнет очень приятно)
Аромат очень приятный. Увлажняет хорошо. Захотелось попробовать все ароматы - буду заказывать
Запах  супер!!! Все очень понравилось 
Вкусно пахнет, приятная текстура
Натуральный состав, хорошо пенится и увлажняет кожу. Рекомендую.
Приятный аромат, хорошо увлажняет 
Прекрасно увлажняет и питает кожу , приятный запах 
Приятный запах. Приятная структура
Не очень понравился, запах какой то слишком сильный и состав не очень приятный
Не увлажняет кожу
Не понравился, запах так себе. Больше эту фирму брать не буду.
Увлажняющий эффект действительно имеется. Аромат жасмина особенно выделяется среди всех заявленных ароматов. 
Прекрасный запах, отлично увлажняет
","[""Не стягивает кожу"", ""Легкий аромат"", ""Увлажняет надолго"", ""Хорошо пенится""]"
